timestamp,Capture Time Gap,In Throughput,Out Throughput,CBIQ,deepcci,in_seq_num,out_seq_num
0.264,1137.0,12.112,12.112,0,1.0,2102835669.0,2102835669.0
0.265,1273.0,12.112,12.112,0,1.0,2102900829.0,2102900829.0
0.266,918.0,12.112,12.112,0,1.0,2102965989.0,2102965989.0
0.267,1045.0,12.112,12.112,66608,1.0,2103161469.0,2103094861.0
0.268,880.0,12.112,12.112,28960,1.0,2103226629.0,2103197669.0
0.269,734.0,12.112,12.112,0,1.0,2103291789.0,2103291789.0
0.27,1236.0,35.28,12.112,0,1.0,2103356949.0,2103356949.0
0.271,797.0,12.112,12.112,0,1.0,2103422109.0,2103422109.0
0.272,-1.0,0.0,0.0,0,0.0,0.0,0.0
0.273,2220.0,12.112,12.112,0,1.0,2103552429.0,2103552429.0
0.274,1162.0,35.28,12.112,0,1.0,2103617589.0,2103617589.0
0.275,1016.0,12.112,12.112,0,1.0,2103681301.0,2103681301.0
0.276,-1.0,0.0,0.0,0,0.0,0.0,0.0
0.277,1276.0,24.224,24.224,0,2.0,2103747909.0,2103747909.0
0.278,1401.0,35.28,12.112,0,1.0,2103878229.0,2103878229.0
0.279,-1.0,0.0,0.0,0,0.0,0.0,0.0
0.28,1093.0,24.224,12.112,0,2.0,2103943389.0,2104008549.0
0.281,1483.0,12.112,12.112,5792,1.0,2104138869.0,2104133077.0
0.282,-1.0,0.0,0.0,0,0.0,0.0,0.0
0.283,1039.0,35.808,24.224,0,2.0,2104204029.0,2104204029.0
0.284,749.0,510.224,12.112,0,1.0,2104335797.0,2104335797.0
0.285,-1.0,0.0,0.0,0,0.0,0.0,0.0
0.286,1838.0,163.232,24.224,0,2.0,2104464669.0,2104464669.0
0.287,1380.0,12.112,12.112,0,1.0,2104529829.0,2104529829.0
0.288,627.0,12.112,12.112,0,1.0,2104594989.0,2104594989.0
0.289,-1.0,0.0,0.0,0,0.0,0.0,0.0
0.29,2109.0,23.696,12.112,0,1.0,2104725309.0,2104725309.0
0.291,1088.0,12.112,12.112,0,1.0,2104790469.0,2104790469.0
0.292,1073.0,46.864,12.112,0,1.0,2104855629.0,2104855629.0
0.293,948.0,81.616,12.112,0,1.0,2104920789.0,2104920789.0
0.294,-1.0,0.0,12.112,0,0.0,0.0,2105045317.0
0.295,1702.0,522.336,12.112,0,2.0,2105116269.0,2105117717.0
0.296,1411.0,12.112,12.112,28960,1.0,2105311749.0,2105282789.0
0.297,720.0,12.112,12.112,0,1.0,2105376909.0,2105376909.0
0.298,-1.0,0.0,0.0,0,0.0,0.0,0.0
0.299,1559.0,23.696,12.112,0,1.0,2105507229.0,2105507229.0
0.3,1398.0,12.112,12.112,0,1.0,2105572389.0,2105572389.0
0.301,940.0,12.112,12.112,0,1.0,2105637549.0,2105637549.0
0.302,1112.0,12.112,12.112,0,1.0,2105767869.0,2105767869.0
0.303,975.0,12.112,12.112,0,1.0,2105833029.0,2105833029.0
0.304,1301.0,46.864,12.112,0,1.0,2105898189.0,2105898189.0
0.305,595.0,510.224,12.112,0,1.0,2105964797.0,2105964797.0
0.306,1215.0,12.112,12.112,0,1.0,2106093669.0,2106093669.0
0.307,-1.0,0.0,12.112,0,0.0,0.0,2106189237.0
0.308,1475.0,12.112,12.112,0,1.0,2106223989.0,2106289149.0
0.309,1214.0,24.224,12.112,0,2.0,2106354309.0,2106355757.0
0.31,751.0,12.112,12.112,0,1.0,2106484629.0,2106484629.0
0.311,1034.0,12.112,12.112,0,1.0,2106614949.0,2106614949.0
0.312,980.0,46.864,12.112,0,1.0,2106680109.0,2106680109.0
0.313,1454.0,12.112,12.112,0,1.0,2106810429.0,2106810429.0
0.314,999.0,12.112,12.112,57920,1.0,2106940749.0,2106882829.0
0.315,897.0,12.112,12.112,69504,1.0,2107071069.0,2107001565.0
0.316,564.0,12.112,12.112,20272,1.0,2107136229.0,2107115957.0
0.317,995.0,12.112,12.112,0,1.0,2107201389.0,2107201389.0
0.318,951.0,487.056,12.112,33304,1.0,2107401213.0,2107367909.0
0.319,1016.0,12.112,12.112,70952,1.0,2107527189.0,2107456237.0
0.32,969.0,12.112,12.112,83984,1.0,2107657509.0,2107573525.0
0.321,1186.0,12.112,12.112,28960,1.0,2107722669.0,2107693709.0
